"countyfips","MuniTotalFlag","placefips","municipality","totalPopulation_2010c","groupquartersPopulation_2010c","householdPopulation_2010c","householdSize_2010c","totalHousingUnits_2010c","occupiedHousingUnits_2010c","vacantHousingUnits_2010c","vacancyRate_2010c","totalpopulation_2010","groupquartersPopulation_2010","householdPopulation_2010","householdSize_2010","totalHousingUnits_2010","occupiedHousingUnits_2010","vacantHousingUnits_2010","vacancyRate_2010","totalpopulation_2011","groupquartersPopulation_2011","householdPopulation_2011","householdSize_2011","totalHousingUnits_2011","occupiedHousingUnits_2011","vacantHousingUnits_2011","vacancyRate_2011","totalpopulation_2012","groupquartersPopulation_2012","householdPopulation_2012","householdSize_2012","totalHousingUnits_2012","occupiedHousingUnits_2012","vacantHousingUnits_2012","vacancyRate_2012","totalpopulation_2013","groupquartersPopulation_2013","householdPopulation_2013","householdSize_2013","totalHousingUnits_2013","occupiedHousingUnits_2013","vacantHousingUnits_2013","vacancyRate_2013"
"001",,"77290","Thornton (Part)",118772,462,118310,2.86,43230,41359,1871,4.32,119409,462,118947,2.86,43288,41582,1706,3.94,121748,462,121286,2.86,43533,42399,1134,2.60,124112,462,123650,2.86,43778,43226,552,1.26,127107,462,126645,2.86,44309,44273,36,0.08
"001",,"08675","Brighton (Part)",33009,1546,31463,2.94,11270,10677,593,5.26,33161,1546,31615,2.94,11279,10729,550,4.87,33738,1543,32195,2.94,11328,10925,403,3.55,34343,1543,32800,2.94,11384,11131,253,2.22,35857,1543,34314,2.94,11769,11644,125,1.06
"001",,"83835","Westminster (Part)",63696,321,63375,2.49,26727,25404,1323,4.95,63969,321,63648,2.49,26734,25513,1221,4.56,64921,321,64600,2.49,26761,25895,866,3.23,65892,321,65571,2.49,26794,26284,510,1.90,66704,321,66383,2.49,26806,26610,196,0.73
"001",1,"16495","Commerce City",45913,351,45562,3.14,15452,14479,973,6.29,46191,351,45840,3.14,15484,14567,917,5.92,47526,351,47175,3.14,15716,14992,724,4.60,48515,351,48164,3.14,15827,15306,521,3.29,49623,351,49272,3.14,16000,15658,342,2.13
"001",,"03455","Arvada (Part)",2849,6,2843,2.56,1151,1108,43,3.73,2862,6,2856,2.56,1152,1113,39,3.38,2902,6,2896,2.56,1152,1129,23,1.99,2942,6,2936,2.56,1152,1144,8,0.69,2977,6,2971,2.56,1152,1158,-6,-0.52
"001",1,"26270","Federal Heights",11467,0,11467,2.58,4876,4436,440,9.02,11515,0,11515,2.58,4877,4455,422,8.65,11676,0,11676,2.58,4877,4517,360,7.38,11837,0,11837,2.58,4877,4579,298,6.11,12012,0,12012,2.58,4891,4647,244,4.98
"001",,"45530","Lochbuie (Part)",2,0,2,2.00,1,1,0,0.00,2,0,2,2.00,1,1,0,0.00,2,0,2,2.00,1,1,0,0.00,2,0,2,2.00,1,1,0,0.00,2,0,2,2.00,1,1,0,0.00
"001",,"04000","Aurora (Part)",39871,904,38967,3.07,14135,12672,1463,10.35,40045,904,39141,3.07,14141,12729,1412,9.98,40636,882,39754,3.07,14165,12928,1237,8.73,41725,869,40856,3.07,14360,13286,1074,7.47,42251,896,41355,3.07,14364,13449,915,6.37
"001",,"06090","Bennett (Part)",1955,0,1955,2.73,772,714,58,7.51,1963,0,1963,2.73,772,717,55,7.12,1990,0,1990,2.73,772,727,45,5.82,2018,0,2018,2.73,772,737,35,4.53,2042,0,2042,2.73,772,746,26,3.36
"001",,"54330","Northglenn (Part)",35777,129,35648,2.64,14263,13484,779,5.46,35921,129,35792,2.64,14263,13538,725,5.08,36419,129,36290,2.64,14263,13727,536,3.75,36920,129,36791,2.64,14263,13916,347,2.43,37359,129,37230,2.64,14263,14082,181,1.26
"001",1,"99990","Unincorp. Area",88292,308,87984,2.98,31259,29430,1829,5.85,88673,308,88365,2.98,31268,29557,1711,5.47,90067,308,89759,2.98,31325,30024,1301,4.15,91431,308,91123,2.98,31369,30480,889,2.83,92754,308,92446,2.98,31448,30923,525,1.66
"101",1,"07795","Boone",339,8,331,2.38,182,139,43,23.62,340,8,332,2.38,182,139,43,23.62,342,8,334,2.38,183,140,43,23.49,343,8,335,2.37,183,141,42,22.95,344,8,336,2.38,184,141,43,23.36
"101",1,"62000","Pueblo",106595,4045,102550,2.36,47593,43290,4303,9.04,106882,4045,102837,2.36,47654,43411,4243,8.90,107258,4051,103207,2.36,47747,43567,4180,8.75,107680,4229,103451,2.36,47791,43670,4121,8.62,107913,4194,103719,2.36,47977,43783,4194,8.74
"101",1,"66895","Rye",153,0,153,2.15,115,71,44,38.26,153,0,153,2.15,115,71,44,38.26,153,0,153,2.15,115,71,44,38.26,154,0,154,2.16,115,71,44,38.26,154,0,154,2.16,115,71,44,38.26
"101",1,"99990","Unincorp. Area",51976,268,51708,2.65,21636,19472,2164,10.00,52121,268,51853,2.65,21664,19527,2137,9.86,52499,268,52231,2.65,21786,19669,2117,9.71,52737,268,52469,2.65,21854,19759,2095,9.58,52847,268,52579,2.65,21928,19800,2128,9.70
"103",1,"62880","Rangely",2365,187,2178,2.46,1013,885,128,12.63,2349,187,2162,2.46,1015,878,137,13.49,2368,142,2226,2.45,1021,905,116,11.36,2418,205,2213,2.46,1021,899,122,11.94,2421,208,2213,2.46,1028,899,129,12.54
"103",1,"49875","Meeker",2475,43,2432,2.40,1219,1013,206,16.89,2452,43,2409,2.40,1219,1003,216,17.71,2512,43,2469,2.40,1220,1028,192,15.73,2496,43,2453,2.40,1220,1022,198,16.22,2484,43,2441,2.40,1222,1017,205,16.77
"103",1,"99990","Unincorp. Area",1826,5,1821,2.43,1077,749,328,30.45,1816,5,1811,2.43,1081,745,336,31.08,1882,5,1877,2.43,1095,772,323,29.49,1887,5,1882,2.43,1104,774,330,29.89,1873,5,1868,2.43,1103,768,335,30.37
"105",1,"72395","South Fork",386,6,380,2.14,596,177,419,70.30,386,6,380,2.14,596,177,419,70.30,382,6,376,2.14,596,175,421,70.63,381,6,375,2.14,596,175,421,70.63,375,6,369,2.14,596,172,424,71.14
"105",,"12855","Center (Part)",218,0,218,2.47,96,88,8,8.33,218,0,218,2.47,96,88,8,8.33,216,0,216,2.48,96,87,9,9.37,215,0,215,2.47,96,87,9,9.37,212,0,212,2.46,96,86,10,10.41
"105",1,"19795","Del Norte",1686,41,1645,2.41,851,682,169,19.85,1688,41,1647,2.41,851,683,168,19.74,1676,41,1635,2.41,854,678,176,20.60,1673,41,1632,2.41,856,677,179,20.91,1652,41,1611,2.41,858,668,190,22.14
"105",1,"51635","Monte Vista",4444,54,4390,2.47,1960,1774,186,9.48,4451,54,4397,2.47,1961,1777,184,9.38,4418,54,4364,2.47,1968,1763,205,10.41,4412,54,4358,2.47,1973,1761,212,10.74,4355,54,4301,2.47,1978,1738,240,12.13
"105",1,"99990","Unincorp. Area",5248,97,5151,2.50,3127,2058,1069,34.18,5258,97,5161,2.50,3129,2062,1067,34.10,5218,97,5121,2.50,3140,2046,1094,34.84,5208,97,5111,2.50,3147,2042,1105,35.11,5142,97,5045,2.50,3155,2016,1139,36.10
"107",1,"73825","Steamboat Springs",12088,278,11810,2.27,9966,5201,4765,47.81,12052,278,11774,2.27,9977,5185,4792,48.03,11877,223,11654,2.27,9976,5132,4844,48.55,11876,223,11653,2.27,9978,5132,4846,48.56,11974,223,11751,2.27,9991,5175,4816,48.20
"107",1,"86475","Yampa",429,0,429,2.45,214,175,39,18.22,427,0,427,2.45,214,174,40,18.69,423,0,423,2.44,214,173,41,19.15,425,0,425,2.45,215,173,42,19.53,430,0,430,2.45,216,175,41,18.98
"107",1,"35070","Hayden",1810,0,1810,2.45,806,737,69,8.56,1805,0,1805,2.45,807,735,72,8.92,1795,0,1795,2.45,811,731,80,9.86,1797,0,1797,2.45,812,732,80,9.85,1812,0,1812,2.45,813,738,75,9.22
"107",1,"55155","Oak Creek",884,0,884,2.24,510,393,117,22.94,882,0,882,2.25,511,392,119,23.28,874,0,874,2.24,512,389,123,24.02,874,0,874,2.24,512,389,123,24.02,877,0,877,2.24,510,390,120,23.52
"107",1,"99990","Unincorp. Area",8298,57,8241,2.43,4807,3386,1421,29.56,8273,57,8216,2.43,4812,3376,1436,29.84,8203,57,8146,2.43,4820,3347,1473,30.56,8223,57,8166,2.43,4833,3355,1478,30.58,8307,57,8250,2.43,4849,3390,1459,30.08
"109",1,"07571","Bonanza City",16,0,16,1.60,42,10,32,76.19,16,0,16,1.60,42,10,32,76.19,16,0,16,1.60,42,10,32,76.19,16,0,16,1.60,42,10,32,76.19,16,0,16,1.60,42,10,32,76.19
"109",1,"67005","Saguache",485,18,467,1.97,345,237,108,31.30,486,18,468,1.96,345,238,107,31.01,490,18,472,1.96,346,240,106,30.63,495,18,477,1.97,346,242,104,30.05,484,18,466,1.97,346,236,110,31.79
"109",,"12855","Center (Part)",2012,0,2012,2.85,829,705,124,14.95,2015,0,2015,2.85,829,706,123,14.83,2028,0,2028,2.85,829,711,118,14.23,2050,0,2050,2.85,829,718,111,13.38,2002,0,2002,2.85,829,701,128,15.44
"109",1,"18420","Crestone",127,0,127,1.92,107,66,41,38.31,144,0,144,2.08,110,69,41,37.27,141,0,141,1.95,111,72,39,35.13,152,0,152,2.00,115,76,39,33.91,146,0,146,2.08,111,70,41,36.93
"109",1,"51250","Moffat",116,0,116,2.27,70,51,19,27.14,116,0,116,2.27,70,51,19,27.14,117,0,117,2.29,70,51,19,27.14,118,0,118,2.26,70,52,18,25.71,115,0,115,2.25,70,51,19,27.14
"109",1,"99990","Unincorp. Area",3352,0,3352,2.13,2450,1571,879,35.87,3367,0,3367,2.13,2458,1578,880,35.80,3434,0,3434,2.13,2491,1609,882,35.40,3508,0,3508,2.13,2516,1644,872,34.65,3468,0,3468,2.13,2547,1625,922,36.19
"011",1,"43660","Las Animas",2410,78,2332,2.32,1214,1004,210,17.29,2413,78,2335,2.32,1214,1005,209,17.21,2354,78,2276,2.32,1214,980,234,19.27,2288,78,2210,2.32,1214,951,263,21.66,2234,78,2156,2.32,1214,928,286,23.55
"011",1,"99990","Unincorp. Area",4089,2130,1959,2.36,1028,828,200,19.45,4093,2130,1963,2.36,1029,830,199,19.33,3950,2036,1914,2.36,1029,809,220,21.37,3468,1608,1860,2.36,1030,786,244,23.68,3440,1637,1803,2.36,1024,762,262,25.58
"111",1,"70580","Silverton",637,0,637,1.99,501,319,182,36.32,646,0,646,1.99,501,324,177,35.32,634,0,634,2.00,502,317,185,36.85,625,0,625,1.99,502,313,189,37.64,626,0,626,2.00,505,313,192,38.01
"111",1,"99990","Unincorp. Area",62,0,62,2.48,255,25,230,90.19,63,0,63,2.52,256,25,231,90.23,62,0,62,2.48,256,25,231,90.23,61,0,61,2.44,257,25,232,90.27,61,0,61,2.44,260,25,235,90.38
"113",1,"68655","Sawpit",40,0,40,2.22,23,18,5,21.73,40,0,40,2.22,23,18,5,21.73,40,0,40,2.22,23,18,5,21.73,41,0,41,2.27,23,18,5,21.73,41,0,41,2.27,23,18,5,21.73
"113",1,"76795","Telluride",2325,0,2325,2.14,2070,1086,984,47.53,2319,0,2319,2.14,2076,1083,993,47.83,2364,0,2364,2.14,2094,1104,990,47.27,2387,0,2387,2.14,2098,1115,983,46.85,2409,0,2409,2.14,2106,1125,981,46.58
"113",1,"52550","Mountain Village",1320,0,1320,1.75,2066,751,1315,63.64,1313,0,1313,1.75,2066,747,1319,63.84,1331,0,1331,1.75,2072,757,1315,63.46,1343,0,1343,1.75,2075,764,1311,63.18,1353,0,1353,1.75,2079,770,1309,62.96
"113",1,"54880","Norwood",518,0,518,2.40,249,215,34,13.65,517,0,517,2.40,250,215,35,14.00,527,0,527,2.40,252,219,33,13.09,535,0,535,2.40,254,222,32,12.59,540,0,540,2.41,255,224,31,12.15
"113",1,"55870","Ophir",159,0,159,2.69,64,59,5,7.81,180,0,180,2.68,73,67,6,8.21,182,0,182,2.67,73,68,5,6.84,183,0,183,2.69,73,68,5,6.84,184,0,184,2.70,73,68,5,6.84
"113",1,"99990","Unincorp. Area",2997,9,2988,2.25,2166,1325,841,38.82,2987,9,2978,2.25,2171,1321,850,39.15,3044,9,3035,2.25,2190,1346,844,38.53,3095,9,3086,2.25,2209,1368,841,38.07,3131,9,3122,2.25,2221,1384,837,37.68
"115",1,"56475","Ovid",318,0,318,2.27,176,140,36,20.45,316,0,316,2.27,176,139,37,21.02,317,0,317,2.26,176,140,36,20.45,316,0,316,2.27,176,139,37,21.02,312,0,312,2.27,176,137,39,22.15
"115",1,"68930","Sedgwick",146,0,146,1.92,110,76,34,30.90,145,0,145,1.93,110,75,35,31.81,145,0,145,1.93,110,75,35,31.81,145,0,145,1.93,110,75,35,31.81,143,0,143,1.93,110,74,36,32.72
"115",1,"39965","Julesburg",1225,35,1190,2.08,730,570,160,21.91,1219,35,1184,2.08,730,567,163,22.32,1219,35,1184,2.08,730,567,163,22.32,1217,35,1182,2.08,730,566,164,22.46,1204,35,1169,2.08,730,560,170,23.28
"115",1,"99990","Unincorp. Area",690,0,690,2.24,399,307,92,23.05,687,0,687,2.24,399,306,93,23.30,687,0,687,2.24,399,306,93,23.30,686,0,686,2.24,399,305,94,23.55,681,0,681,2.24,401,303,98,24.43
"117",1,"70525","Silverthorne",3887,2,3885,2.67,2061,1451,610,29.59,3904,2,3902,2.67,2066,1457,609,29.47,3887,2,3885,2.67,2079,1451,628,30.20,3939,2,3937,2.67,2097,1470,627,29.89,4010,2,4008,2.67,2105,1497,608,28.88
"117",1,"08400","Breckenridge",4540,103,4437,2.28,6911,1946,4965,71.84,4552,103,4449,2.28,6915,1951,4964,71.78,4568,103,4465,2.28,7015,1958,5057,72.08,4621,103,4518,2.27,7067,1982,5085,71.95,4763,103,4660,2.27,7187,2044,5143,71.55
"117",1,"20440","Dillon",904,0,904,1.98,1290,455,835,64.72,906,0,906,1.98,1290,456,834,64.65,897,0,897,1.98,1291,451,840,65.06,901,0,901,1.98,1291,453,838,64.91,914,0,914,1.98,1291,460,831,64.36
"117",1,"28690","Frisco",2683,0,2683,2.06,3117,1298,1819,58.35,2694,0,2694,2.06,3123,1303,1820,58.27,2675,0,2675,2.06,3136,1294,1842,58.73,2712,0,2712,2.06,3163,1312,1851,58.52,2753,0,2753,2.06,3167,1332,1835,57.94
"117",1,"51690","Montezuma",65,0,65,2.60,55,25,30,54.54,65,0,65,2.60,55,25,30,54.54,64,0,64,2.56,55,25,30,54.54,66,0,66,2.64,56,25,31,55.35,67,0,67,2.57,56,26,30,53.57
"117",1,"07410","Blue River",849,0,849,2.52,726,336,390,53.71,851,0,851,2.52,726,337,389,53.58,842,0,842,2.52,726,333,393,54.13,845,0,845,2.52,726,334,392,53.99,857,0,857,2.52,726,339,387,53.30
"117",1,"99990","Unincorp. Area",15066,168,14898,2.38,15682,6243,9439,60.19,15101,168,14933,2.38,15686,6258,9428,60.10,14973,168,14805,2.38,15722,6204,9518,60.53,15061,168,14893,2.38,15742,6241,9501,60.35,15273,168,15105,2.38,15742,6330,9412,59.78
"119",1,"80865","Victor",397,0,397,1.87,337,212,125,37.09,398,0,398,1.86,337,213,124,36.79,396,0,396,1.87,338,211,127,37.57,398,0,398,1.86,340,213,127,37.35,396,0,396,1.87,341,211,130,38.12
"119",1,"86090","Woodland Park",7200,0,7200,2.46,3194,2919,275,8.60,7229,0,7229,2.46,3196,2931,265,8.29,7176,0,7176,2.46,3196,2909,287,8.97,7172,0,7172,2.46,3203,2908,295,9.21,7142,0,7142,2.46,3213,2895,318,9.89
"119",1,"18530","Cripple Creek",1189,0,1189,2.15,727,552,175,24.07,1193,0,1193,2.15,727,554,173,23.79,1186,0,1186,2.15,728,551,177,24.31,1184,0,1184,2.15,729,550,179,24.55,1175,0,1175,2.15,729,546,183,25.10
"119",,"32650","Green Mtn. Falls (Part)",28,0,28,1.86,33,15,18,54.54,28,0,28,1.86,33,15,18,54.54,28,0,28,1.86,33,15,18,54.54,28,0,28,1.86,33,15,18,54.54,28,0,28,1.86,33,15,18,54.54
"119",1,"99990","Unincorp. Area",14536,132,14404,2.35,8352,6107,2245,26.87,14593,132,14461,2.35,8358,6131,2227,26.64,14517,132,14385,2.35,8374,6099,2275,27.16,14555,132,14423,2.35,8419,6115,2304,27.36,14537,132,14405,2.35,8471,6107,2364,27.90
"121",1,"00925","Akron",1702,184,1518,2.14,842,707,135,16.03,1703,184,1519,2.14,843,707,136,16.13,1695,184,1511,2.14,844,704,140,16.58,1672,184,1488,2.14,845,693,152,17.98,1688,184,1504,2.14,845,700,145,17.15
"121",1,"56365","Otis",475,0,475,2.35,248,202,46,18.54,475,0,475,2.35,248,202,46,18.54,472,0,472,2.34,248,201,47,18.95,464,0,464,2.35,248,197,51,20.56,469,0,469,2.35,248,199,49,19.75
"121",1,"99990","Unincorp. Area",2637,0,2637,2.46,1344,1071,273,20.31,2637,0,2637,2.46,1345,1071,274,20.37,2627,0,2627,2.46,1349,1067,282,20.90,2587,0,2587,2.46,1349,1051,298,22.09,2615,0,2615,2.46,1350,1062,288,21.33
"123",1,"59005","Pierce",834,0,834,2.67,337,312,25,7.41,837,0,837,2.67,337,313,24,7.12,844,0,844,2.67,337,316,21,6.23,855,0,855,2.67,337,320,17,5.04,863,0,863,2.67,337,323,14,4.15
"123",1,"60160","Platteville",2485,0,2485,2.87,937,863,74,7.89,2499,0,2499,2.87,939,868,71,7.56,2520,0,2520,2.88,939,875,64,6.81,2558,0,2558,2.88,941,888,53,5.63,2582,0,2582,2.87,941,897,44,4.67
"123",1,"63045","Raymer",96,0,96,2.59,55,37,18,32.72,96,0,96,2.59,55,37,18,32.72,97,0,97,2.62,55,37,18,32.72,98,0,98,2.57,55,38,17,30.90,99,0,99,2.60,55,38,17,30.90
"123",1,"69150","Severance",3165,0,3165,2.86,1161,1105,56,4.82,3204,0,3204,2.86,1171,1119,52,4.44,3272,0,3272,2.86,1186,1142,44,3.70,3332,0,3332,2.86,1193,1163,30,2.51,3392,0,3392,2.86,1203,1184,19,1.57
"123",,"77290","Thornton (Part)",0,0,0,0.00,0,0,0,0.00,,0,,,0,,,,,0,,,0,,,,,0,,,0,,,,,0,,,0,,,
"123",,"08675","Brighton (Part)",343,0,343,3.09,117,111,6,5.12,344,0,344,3.09,117,111,6,5.12,350,0,350,3.09,118,113,5,4.23,355,0,355,3.08,118,115,3,2.54,361,0,361,3.08,119,117,2,1.68
"123",,"85485","Windsor (Part)",14070,103,13967,2.70,5537,5166,371,6.70,14168,103,14065,2.70,5555,5202,353,6.35,14485,103,14382,2.70,5633,5319,314,5.57,15077,103,14974,2.70,5793,5538,255,4.40,15881,103,15778,2.70,6047,5836,211,3.48
"123",1,"19080","Dacono",4152,0,4152,2.84,1555,1459,96,6.17,4181,0,4181,2.84,1560,1469,91,5.83,4270,0,4270,2.84,1580,1500,80,5.06,4348,0,4348,2.84,1589,1528,61,3.83,4411,0,4411,2.84,1597,1550,47,2.94
"123",1,"22860","Eaton",4365,0,4365,2.69,1698,1621,77,4.53,4385,0,4385,2.69,1699,1628,71,4.17,4441,0,4441,2.69,1707,1649,58,3.39,4525,0,4525,2.69,1718,1680,38,2.21,4622,0,4622,2.69,1738,1716,22,1.26
"123",,"24950","Erie (Part)",9787,0,9787,2.80,3710,3491,219,5.90,9871,0,9871,2.80,3728,3521,207,5.55,10227,0,10227,2.80,3830,3648,182,4.75,10629,0,10629,2.80,3932,3791,141,3.58,11081,0,11081,2.80,4061,3953,108,2.65
"123",1,"25280","Evans",18537,4,18533,2.94,6761,6294,467,6.90,18649,4,18645,2.94,6776,6332,444,6.55,18931,4,18927,2.94,6822,6428,394,5.77,19315,4,19311,2.94,6875,6558,317,4.61,19508,4,19504,2.94,6879,6624,255,3.70
"123",1,"26600","Firestone",10147,0,10147,3.08,3499,3294,205,5.85,10247,0,10247,3.08,3520,3326,194,5.51,10581,0,10581,3.08,3605,3435,170,4.71,10876,0,10876,3.08,3660,3531,129,3.52,11138,0,11138,3.08,3713,3616,97,2.61
"123",1,"27700","Fort Lupton",7377,0,7377,3.08,2534,2391,143,5.64,7405,0,7405,3.08,2534,2400,134,5.28,7464,0,7464,3.08,2533,2419,114,4.50,7562,0,7562,3.08,2535,2451,84,3.31,7651,0,7651,3.08,2541,2480,61,2.40
"123",1,"28360","Frederick",8679,0,8679,2.94,3070,2950,120,3.90,8729,0,8729,2.94,3076,2967,109,3.54,8953,0,8953,2.94,3129,3043,86,2.74,9386,0,9386,2.94,3240,3190,50,1.54,10133,0,10133,2.94,3465,3444,21,0.60
"123",1,"03950","Ault",1519,0,1519,2.63,615,577,38,6.17,1525,0,1525,2.63,615,579,36,5.85,1537,0,1537,2.63,615,584,31,5.04,1557,0,1557,2.63,615,591,24,3.90,1576,0,1576,2.63,617,599,18,2.91
"123",1,"29185","Garden City",234,0,234,2.10,128,111,17,13.28,235,0,235,2.11,128,111,17,13.28,235,0,235,2.11,127,111,16,12.59,238,0,238,2.10,127,113,14,11.02,240,0,240,2.10,127,114,13,10.23
"123",1,"29955","Gilcrest",1034,0,1034,3.19,346,324,22,6.35,1038,0,1038,3.19,346,325,21,6.06,1047,0,1047,3.19,346,328,18,5.20,1060,0,1060,3.19,346,332,14,4.04,1070,0,1070,3.19,346,335,11,3.17
"123",1,"32155","Greeley",92889,4853,88036,2.63,36323,33427,2896,7.97,93253,4853,88400,2.63,36335,33565,2770,7.62,94189,4851,89338,2.63,36418,33921,2497,6.85,95212,4661,90551,2.63,36459,34382,2077,5.69,96306,4661,91645,2.63,36555,34797,1758,4.80
"123",1,"33310","Grover",137,0,137,2.20,90,62,28,31.11,138,0,138,2.22,90,62,28,31.11,139,0,139,2.20,90,63,27,30.00,140,0,140,2.22,90,63,27,30.00,142,0,142,2.21,90,64,26,28.88
"123",1,"37820","Hudson",2356,871,1485,2.90,557,511,46,8.25,2362,871,1491,2.90,557,513,44,7.89,2374,871,1503,2.90,557,517,40,7.18,2558,1036,1522,2.90,557,524,33,5.92,2577,1036,1541,2.90,559,530,29,5.18
"123",,"39855","Johnstown (Part)",9350,0,9350,2.98,3282,3131,151,4.60,9446,0,9446,2.98,3303,3163,140,4.23,9847,0,9847,2.98,3415,3297,118,3.45,10445,0,10445,2.98,3578,3498,80,2.23,11387,0,11387,2.98,3864,3813,51,1.31
"123",1,"40185","Keenesburg",1127,9,1118,2.55,463,438,25,5.39,1131,9,1122,2.55,463,440,23,4.96,1143,9,1134,2.55,464,444,20,4.31,1160,9,1151,2.55,465,451,14,3.01,1176,9,1167,2.55,467,457,10,2.14
"123",1,"40515","Kersey",1454,0,1454,2.94,531,494,37,6.96,1460,0,1460,2.94,531,496,35,6.59,1472,0,1472,2.94,531,500,31,5.83,1498,0,1498,2.94,534,509,25,4.68,1512,0,1512,2.94,534,514,20,3.74
"123",1,"43605","La Salle",1955,0,1955,2.79,746,699,47,6.30,1962,0,1962,2.79,746,702,44,5.89,1979,0,1979,2.79,746,708,38,5.09,2003,0,2003,2.79,746,716,30,4.02,2025,0,2025,2.79,747,724,23,3.07
"123",,"06255","Berthoud (Part)",63,0,63,3.31,20,19,1,5.00,63,0,63,3.31,20,19,1,5.00,64,0,64,3.36,20,19,1,5.00,65,0,65,3.25,20,20,0,0.00,65,0,65,3.25,20,20,0,0.00
"123",,"45530","Lochbuie (Part)",4724,0,4724,2.89,1761,1630,131,7.43,4806,0,4806,2.89,1785,1658,127,7.11,5072,0,5072,2.89,1868,1750,118,6.31,5215,0,5215,2.89,1897,1799,98,5.16,5267,0,5267,2.89,1898,1817,81,4.26
"123",,"45970","Longmont (Part)",30,16,14,1.75,11,8,3,27.27,30,16,14,1.75,11,8,3,27.27,119,16,103,1.74,80,59,21,26.25,121,16,105,1.75,80,60,20,25.00,122,16,106,1.73,80,61,19,23.75
"123",1,"49600","Mead",3405,0,3405,2.92,1215,1164,51,4.19,3438,0,3438,2.92,1222,1175,47,3.84,3467,0,3467,2.92,1222,1185,37,3.02,3510,0,3510,2.92,1222,1200,22,1.80,3771,0,3771,2.92,1301,1289,12,0.92
"123",1,"50480","Milliken",5610,0,5610,3.01,1978,1861,117,5.91,5634,0,5634,3.01,1979,1869,110,5.55,5695,0,5695,3.01,1984,1889,95,4.78,5775,0,5775,3.01,1987,1916,71,3.57,5879,0,5879,3.01,2004,1950,54,2.69
"123",,"54330","Northglenn (Part)",12,0,12,1.50,11,8,3,27.27,12,0,12,1.50,11,8,3,27.27,12,0,12,1.50,11,8,3,27.27,12,0,12,1.50,11,8,3,27.27,12,0,12,1.50,11,8,3,27.27
"123",1,"55045","Nunn",416,0,416,2.50,197,166,31,15.73,418,0,418,2.50,197,167,30,15.22,421,0,421,2.50,197,168,29,14.72,426,0,426,2.50,197,170,27,13.70,434,0,434,2.50,199,173,26,13.06
"123",1,"99990","Unincorp. Area",42473,39,42434,2.71,17036,15625,1411,8.28,42664,39,42625,2.71,17048,15695,1353,7.93,43121,39,43082,2.71,17089,15864,1225,7.16,43776,39,43737,2.71,17135,16105,1030,6.01,44360,39,44321,2.71,17202,16320,882,5.12
"125",1,"86310","Wray",2342,145,2197,2.36,1018,928,90,8.84,2340,145,2195,2.36,1018,927,91,8.93,2360,145,2215,2.36,1018,936,82,8.05,2357,145,2212,2.36,1021,934,87,8.52,2363,145,2218,2.36,1021,937,84,8.22
"125",1,"86750","Yuma",3524,51,3473,2.53,1490,1370,120,8.05,3520,51,3469,2.53,1490,1368,122,8.18,3553,51,3502,2.53,1490,1381,109,7.31,3538,51,3487,2.53,1490,1376,114,7.65,3547,51,3496,2.53,1490,1379,111,7.44
"125",1,"23025","Eckley",257,0,257,2.33,132,110,22,16.66,257,0,257,2.33,132,110,22,16.66,259,0,259,2.33,132,111,21,15.90,258,0,258,2.34,132,110,22,16.66,259,0,259,2.33,132,111,21,15.90
"125",1,"99990","Unincorp. Area",3920,0,3920,2.53,1826,1544,282,15.44,3915,0,3915,2.53,1826,1542,284,15.55,3952,0,3952,2.53,1826,1557,269,14.73,3937,0,3937,2.53,1826,1551,275,15.06,3945,0,3945,2.53,1826,1554,272,14.89
"013",1,"07850","Boulder",97385,8105,89280,2.16,43479,41302,2177,5.00,97910,8552,89358,2.16,43497,41369,2128,4.89,100181,9178,91003,2.16,43913,42131,1782,4.05,101363,9167,92196,2.16,43983,42683,1300,2.95,102760,9229,93531,2.16,44370,43301,1069,2.40
"013",,"75640","Superior (Part)",12483,0,12483,2.77,4698,4496,202,4.29,12499,0,12499,2.77,4698,4502,196,4.17,12611,0,12611,2.77,4699,4542,157,3.34,12758,0,12758,2.77,4700,4595,105,2.23,12833,0,12833,2.77,4701,4622,79,1.68
"013",1,"82735","Ward",150,0,150,2.00,101,75,26,25.74,150,0,150,2.00,101,75,26,25.74,152,0,152,2.00,101,76,25,24.75,153,0,153,1.98,101,76,24,23.76,154,0,154,2.00,101,77,24,23.76
"013",,"24950","Erie (Part)",8348,0,8348,2.97,2871,2810,61,2.12,8397,0,8397,2.97,2884,2826,58,2.01,8690,0,8690,2.97,2959,2925,34,1.14,8938,0,8938,2.97,3009,3009,0,0.00,9028,0,9028,2.97,3022,3039,-17,-0.56
"013",1,"39195","Jamestown",274,0,274,2.09,141,131,10,7.09,274,0,274,2.09,141,131,10,7.09,277,0,277,2.09,141,132,9,6.38,280,0,280,2.08,141,134,7,4.96,282,0,282,2.08,141,135,6,4.25
"013",1,"41835","Lafayette",24453,30,24423,2.53,9997,9632,365,3.65,24548,30,24518,2.53,10023,9669,354,3.53,24826,30,24796,2.53,10049,9779,270,2.68,25775,30,25745,2.53,10315,10153,162,1.57,26685,30,26655,2.53,10620,10512,108,1.01
"013",,"45970","Longmont (Part)",86240,623,85617,2.57,34997,33244,1753,5.00,86381,623,85758,2.57,35011,33299,1712,4.88,87395,623,86772,2.57,35117,33692,1425,4.05,88675,623,88052,2.57,35230,34189,1041,2.95,90105,623,89482,2.57,35602,34745,857,2.40
